#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0007094	Mitotic spindle assembly checkpoint signaling	2	31	2.02	0.0167	9606.ENSP00000257430,9606.ENSP00000278616	APC,ATM
GO Process	GO:0044089	Positive regulation of cellular component biogenesis	4	500	1.12	0.0167	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616	APC,TP53,NTRK2,ATM
GO Process	GO:0048585	Negative regulation of response to stimulus	6	1612	0.79	0.0167	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822	APC,TP53,ATM,ERCC6,HDAC1,AR
GO Process	GO:2000108	Positive regulation of leukocyte apoptotic process	2	31	2.02	0.0167	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
GO Process	GO:0042771	Intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	2	32	2.01	0.0168	9606.ENSP00000233146,9606.ENSP00000269305	MSH2,TP53
GO Process	GO:0043065	Positive regulation of apoptotic process	4	507	1.11	0.0168	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	APC,TP53,ATM,CDKN2A
GO Process	GO:0046777	Protein autophosphorylation	3	189	1.42	0.0168	9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000398880	NTRK2,ATM,CDK12
GO Process	GO:0051249	Regulation of lymphocyte activation	4	508	1.11	0.0168	9606.ENSP00000233146,9606.ENSP00000278616,9606.ENSP00000386593,9606.ENSP00000418915	MSH2,ATM,PBRM1,CDKN2A
GO Process	GO:0009887	Animal organ morphogenesis	5	997	0.92	0.0170	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000325120,9606.ENSP00000362649,9606.ENSP00000363822	TP53,NTRK2,PGR,HDAC1,AR
GO Process	GO:1902533	Positive regulation of intracellular signal transduction	5	997	0.92	0.0170	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000363822,9606.ENSP00000418915	TP53,NTRK2,ATM,AR,CDKN2A
GO Process	GO:0006351	Transcription, DNA-templated	4	518	1.1	0.0171	9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000398880	TP53,ERCC6,AR,CDK12
GO Process	GO:0031401	Positive regulation of protein modification process	5	1018	0.91	0.0179	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000418915	TP53,NTRK2,ATM,ERCC6,CDKN2A
GO Process	GO:0006915	Apoptotic process	5	1041	0.9	0.0191	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000418915	MSH2,TP53,ATM,ERCC6,CDKN2A
GO Process	GO:0009790	Embryo development	5	1049	0.89	0.0196	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362649,9606.ENSP00000363822	MSH2,TP53,ATM,HDAC1,AR
GO Process	GO:0051130	Positive regulation of cellular component organization	5	1049	0.89	0.0196	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000363822	APC,TP53,NTRK2,ATM,AR
GO Process	GO:0048468	Cell development	6	1719	0.76	0.0200	9606.ENSP00000233146,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,NTRK2,ATM,PGR,ERCC6,AR
GO Process	GO:1901701	Cellular response to oxygen-containing compound	5	1057	0.89	0.0200	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000363822	APC,TP53,NTRK2,ATM,AR
GO Process	GO:1902531	Regulation of intracellular signal transduction	6	1726	0.76	0.0203	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000418915	TP53,NTRK2,ATM,HDAC1,AR,CDKN2A
GO Process	GO:0060429	Epithelium development	5	1069	0.89	0.0208	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000362649,9606.ENSP00000363822	TP53,ATM,PGR,HDAC1,AR
GO Process	GO:0007165	Signal transduction	9	4714	0.5	0.0209	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,PGR,ERCC6,AR,CDKN2A
GO Process	GO:0006354	DNA-templated transcription, elongation	2	40	1.91	0.0218	9606.ENSP00000348089,9606.ENSP00000398880	ERCC6,CDK12
GO Process	GO:0002562	Somatic diversification of immune receptors via germline recombination within a single locus	2	41	1.9	0.0225	9606.ENSP00000233146,9606.ENSP00000278616	MSH2,ATM
GO Process	GO:0006303	Double-strand break repair via nonhomologous end joining	2	43	1.88	0.0242	9606.ENSP00000278616,9606.ENSP00000348089	ATM,ERCC6
GO Process	GO:0006325	Chromatin organization	4	612	1.03	0.0270	9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000386593	TP53,ERCC6,HDAC1,PBRM1
GO Process	GO:0051716	Cellular response to stimulus	10	6357	0.41	0.0284	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,PGR,ERCC6,HDAC1,AR,CDKN2A
GO Process	GO:0042063	Gliogenesis	3	248	1.3	0.0286	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000362649	TP53,NTRK2,HDAC1
GO Process	GO:0007167	Enzyme-linked receptor protein signaling pathway	4	641	1.01	0.0314	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000363822	APC,TP53,NTRK2,AR
GO Process	GO:0043009	Chordate embryonic development	4	654	1.0	0.0334	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000363822	MSH2,TP53,ATM,AR
GO Process	GO:0043525	Positive regulation of neuron apoptotic process	2	54	1.78	0.0346	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
GO Process	GO:0045859	Regulation of protein kinase activity	4	663	1.0	0.0347	9606.ENSP00000257430,9606.ENSP00000348089,9606.ENSP00000398880,9606.ENSP00000418915	APC,ERCC6,CDK12,CDKN2A
GO Process	GO:0030518	Intracellular steroid hormone receptor signaling pathway	2	56	1.77	0.0364	9606.ENSP00000325120,9606.ENSP00000363822	PGR,AR
GO Process	GO:0051348	Negative regulation of transferase activity	3	274	1.25	0.0364	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418915	APC,TP53,CDKN2A
GO Process	GO:0009968	Negative regulation of signal transduction	5	1252	0.82	0.0369	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362649,9606.ENSP00000363822	APC,TP53,ATM,HDAC1,AR
GO Process	GO:0000422	Autophagy of mitochondrion	2	57	1.76	0.0370	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
GO Process	GO:0006289	Nucleotide-excision repair	2	57	1.76	0.0370	9606.ENSP00000269305,9606.ENSP00000348089	TP53,ERCC6
GO Process	GO:0008637	Apoptotic mitochondrial changes	2	58	1.75	0.0373	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
GO Process	GO:0006807	Nitrogen compound metabolic process	10	6643	0.39	0.0379	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,ERCC6,HDAC1,AR,CDK12,CDKN2A
GO Process	GO:0051129	Negative regulation of cellular component organization	4	691	0.98	0.0379	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000363822	APC,TP53,ATM,AR
GO Process	GO:0060261	Positive regulation of transcription initiation from RNA polymerase II promoter	2	59	1.75	0.0379	9606.ENSP00000269305,9606.ENSP00000348089	TP53,ERCC6
GO Process	GO:0032786	Positive regulation of DNA-templated transcription, elongation	2	60	1.74	0.0390	9606.ENSP00000348089,9606.ENSP00000398880	ERCC6,CDK12
GO Process	GO:0042221	Response to chemical	8	4010	0.52	0.0406	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822	APC,TP53,NTRK2,ATM,PGR,ERCC6,HDAC1,AR
GO Process	GO:0009966	Regulation of signal transduction	7	2978	0.59	0.0433	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000418915	APC,TP53,NTRK2,ATM,HDAC1,AR,CDKN2A
GO Process	GO:0001756	Somitogenesis	2	64	1.71	0.0434	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
GO Process	GO:0006338	Chromatin remodeling	3	303	1.21	0.0445	9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000386593	ERCC6,HDAC1,PBRM1
GO Process	GO:0051094	Positive regulation of developmental process	5	1332	0.79	0.0455	9606.ENSP00000233146,9606.ENSP00000277120,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593	MSH2,NTRK2,HDAC1,AR,PBRM1
GO Process	GO:0010467	Gene expression	6	2101	0.67	0.0463	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,TP53,ERCC6,AR,CDK12,CDKN2A
GO Process	GO:0001934	Positive regulation of protein phosphorylation	4	747	0.94	0.0476	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089	TP53,NTRK2,ATM,ERCC6
GO Process	GO:0007276	Gamete generation	4	756	0.94	0.0492	9606.ENSP00000233146,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000363822	MSH2,ATM,PGR,AR
GO Function	GO:0019899	Enzyme binding	10	2084	0.9	4.78e-05	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,PGR,ERCC6,HDAC1,AR,CDK12,CDKN2A
GO Function	GO:0003682	Chromatin binding	6	584	1.23	0.0012	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593	MSH2,TP53,ERCC6,HDAC1,AR,PBRM1
GO Function	GO:0047485	Protein N-terminus binding	4	109	1.78	0.0012	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000362649	TP53,ATM,ERCC6,HDAC1
GO Function	GO:0003677	DNA binding	9	2498	0.77	0.0016	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000418915	MSH2,TP53,ATM,PGR,ERCC6,HDAC1,AR,PBRM1,CDKN2A
GO Function	GO:0002039	p53 binding	3	70	1.85	0.0103	9606.ENSP00000269305,9606.ENSP00000362649,9606.ENSP00000418915	TP53,HDAC1,CDKN2A
GO Function	GO:0008134	Transcription factor binding	5	587	1.15	0.0131	9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000418915	TP53,PGR,HDAC1,AR,CDKN2A
GO Function	GO:0097159	Organic cyclic compound binding	11	6050	0.47	0.0131	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,TP53,NTRK2,ATM,PGR,ERCC6,HDAC1,AR,PBRM1,CDK12,CDKN2A
GO Function	GO:1901363	Heterocyclic compound binding	11	5977	0.48	0.0131	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,TP53,NTRK2,ATM,PGR,ERCC6,HDAC1,AR,PBRM1,CDK12,CDKN2A
GO Function	GO:0097371	MDM2/MDM4 family protein binding	2	12	2.44	0.0169	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
GO Function	GO:0019901	Protein kinase binding	5	702	1.07	0.0185	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,CDK12,CDKN2A
GO Function	GO:0001221	Transcription coregulator binding	3	114	1.64	0.0193	9606.ENSP00000325120,9606.ENSP00000362649,9606.ENSP00000363822	PGR,HDAC1,AR
GO Function	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	4	353	1.27	0.0193	9606.ENSP00000269305,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000418915	TP53,HDAC1,AR,CDKN2A
GO Function	GO:0001091	RNA polymerase II general transcription initiation factor binding	2	25	2.12	0.0389	9606.ENSP00000269305,9606.ENSP00000363822	TP53,AR
GO Function	GO:0005515	Protein binding	11	7242	0.4	0.0409	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,PGR,ERCC6,HDAC1,AR,CDK12,CDKN2A
GO Component	GO:0005694	Chromosome	9	1850	0.9	0.00020	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000418915	MSH2,APC,TP53,PGR,ERCC6,HDAC1,AR,PBRM1,CDKN2A
GO Component	GO:0005654	Nucleoplasm	11	4169	0.64	0.00038	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,ATM,PGR,ERCC6,HDAC1,AR,PBRM1,CDK12,CDKN2A
GO Component	GO:0000785	Chromatin	7	1285	0.95	0.0015	9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000418915	TP53,PGR,ERCC6,HDAC1,AR,PBRM1,CDKN2A
GO Component	GO:0032991	Protein-containing complex	11	5506	0.52	0.0030	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,ERCC6,HDAC1,AR,PBRM1,CDK12,CDKN2A
GO Component	GO:0070603	SWI/SNF superfamily-type complex	3	92	1.73	0.0053	9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000386593	ERCC6,HDAC1,PBRM1
GO Component	GO:0043232	Intracellular non-membrane-bounded organelle	10	5191	0.5	0.0116	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000418915	MSH2,APC,TP53,ATM,PGR,ERCC6,HDAC1,AR,PBRM1,CDKN2A
GO Component	GO:1990391	DNA repair complex	2	43	1.88	0.0485	9606.ENSP00000233146,9606.ENSP00000278616	MSH2,ATM
KEGG	hsa05206	MicroRNAs in cancer	5	159	1.71	9.52e-06	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362649,9606.ENSP00000418915	APC,TP53,ATM,HDAC1,CDKN2A
KEGG	hsa01524	Platinum drug resistance	4	70	1.97	1.49e-05	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	MSH2,TP53,ATM,CDKN2A
KEGG	hsa05200	Pathways in cancer	6	515	1.28	3.00e-05	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,TP53,HDAC1,AR,CDKN2A
KEGG	hsa04110	Cell cycle	4	120	1.74	5.97e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362649,9606.ENSP00000418915	TP53,ATM,HDAC1,CDKN2A
KEGG	hsa05225	Hepatocellular carcinoma	4	161	1.61	0.00015	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000386593,9606.ENSP00000418915	APC,TP53,PBRM1,CDKN2A
KEGG	hsa04115	p53 signaling pathway	3	72	1.84	0.00064	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	TP53,ATM,CDKN2A
KEGG	hsa05220	Chronic myeloid leukemia	3	75	1.82	0.00064	9606.ENSP00000269305,9606.ENSP00000362649,9606.ENSP00000418915	TP53,HDAC1,CDKN2A
KEGG	hsa05210	Colorectal cancer	3	82	1.78	0.00070	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
KEGG	hsa05165	Human papillomavirus infection	4	324	1.31	0.0013	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362649	APC,TP53,ATM,HDAC1
KEGG	hsa04218	Cellular senescence	3	150	1.52	0.0030	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	TP53,ATM,CDKN2A
KEGG	hsa05224	Breast cancer	3	146	1.53	0.0030	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000325120	APC,TP53,PGR
KEGG	hsa05202	Transcriptional misregulation in cancer	3	171	1.46	0.0039	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362649	TP53,ATM,HDAC1
KEGG	hsa05203	Viral carcinogenesis	3	183	1.43	0.0044	9606.ENSP00000269305,9606.ENSP00000362649,9606.ENSP00000418915	TP53,HDAC1,CDKN2A
KEGG	hsa05166	Human T-cell leukemia virus 1 infection	3	210	1.37	0.0061	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	TP53,ATM,CDKN2A
KEGG	hsa05219	Bladder cancer	2	40	1.91	0.0065	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa05213	Endometrial cancer	2	58	1.75	0.0124	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
KEGG	hsa05217	Basal cell carcinoma	2	63	1.72	0.0137	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
KEGG	hsa05223	Non-small cell lung cancer	2	68	1.68	0.0150	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa05212	Pancreatic cancer	2	71	1.67	0.0154	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa05214	Glioma	2	71	1.67	0.0154	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa05218	Melanoma	2	72	1.66	0.0154	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa01522	Endocrine resistance	2	94	1.54	0.0229	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa05215	Prostate cancer	2	97	1.53	0.0233	9606.ENSP00000269305,9606.ENSP00000363822	TP53,AR
KEGG	hsa04722	Neurotrophin signaling pathway	2	112	1.47	0.0295	9606.ENSP00000269305,9606.ENSP00000277120	TP53,NTRK2
KEGG	hsa04114	Oocyte meiosis	2	121	1.43	0.0324	9606.ENSP00000325120,9606.ENSP00000363822	PGR,AR
KEGG	hsa04919	Thyroid hormone signaling pathway	2	120	1.44	0.0324	9606.ENSP00000269305,9606.ENSP00000362649	TP53,HDAC1
KEGG	hsa04210	Apoptosis	2	131	1.4	0.0355	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
KEGG	hsa05034	Alcoholism	2	146	1.35	0.0422	9606.ENSP00000277120,9606.ENSP00000362649	NTRK2,HDAC1
KEGG	hsa05226	Gastric cancer	2	146	1.35	0.0422	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
KEGG	hsa04310	Wnt signaling pathway	2	154	1.33	0.0431	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
KEGG	hsa04934	Cushing syndrome	2	153	1.33	0.0431	9606.ENSP00000257430,9606.ENSP00000418915	APC,CDKN2A
Reactome	HSA-74160	Gene expression (Transcription)	10	1476	1.05	7.55e-07	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,TP53,ATM,PGR,ERCC6,HDAC1,AR,PBRM1,CDK12,CDKN2A
Reactome	HSA-212436	Generic Transcription Pathway	9	1215	1.08	2.83e-06	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,TP53,ATM,PGR,HDAC1,AR,PBRM1,CDK12,CDKN2A
Reactome	HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	4	62	2.02	3.17e-05	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000398880	MSH2,TP53,ATM,CDK12
Reactome	HSA-3700989	Transcriptional Regulation by TP53	5	361	1.36	0.00070	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362649,9606.ENSP00000398880	MSH2,TP53,ATM,HDAC1,CDK12
Reactome	HSA-3108232	SUMO E3 ligases SUMOylate target proteins	4	166	1.6	0.00095	9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000362649,9606.ENSP00000363822	TP53,PGR,HDAC1,AR
Reactome	HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	2	12	2.44	0.0081	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-73894	DNA Repair	4	310	1.33	0.0081	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089	MSH2,TP53,ATM,ERCC6
Reactome	HSA-2262752	Cellular responses to stress	5	747	1.04	0.0115	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000363822,9606.ENSP00000418915	TP53,ATM,PGR,AR,CDKN2A
Reactome	HSA-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	2	19	2.24	0.0135	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-6804760	Regulation of TP53 Activity through Methylation	2	19	2.24	0.0135	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-5633007	Regulation of TP53 Activity	3	159	1.49	0.0185	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362649	TP53,ATM,HDAC1
Reactome	HSA-2559583	Cellular Senescence	3	163	1.48	0.0186	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	TP53,ATM,CDKN2A
Reactome	HSA-4090294	SUMOylation of intracellular receptors	2	28	2.07	0.0209	9606.ENSP00000325120,9606.ENSP00000363822	PGR,AR
Reactome	HSA-6804758	Regulation of TP53 Activity through Acetylation	2	30	2.04	0.0224	9606.ENSP00000269305,9606.ENSP00000362649	TP53,HDAC1
Reactome	HSA-2559585	Oncogene Induced Senescence	2	33	2.0	0.0254	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
Reactome	HSA-1643685	Disease	6	1702	0.76	0.0269	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362649,9606.ENSP00000418915	MSH2,APC,TP53,ATM,HDAC1,CDKN2A
Reactome	HSA-6804757	Regulation of TP53 Degradation	2	35	1.97	0.0269	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-5689896	Ovarian tumor domain proteases	2	39	1.93	0.0285	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Reactome	HSA-8853884	Transcriptional Regulation by VENTX	2	39	1.93	0.0285	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
Reactome	HSA-3769402	Deactivation of the beta-catenin transactivating complex	2	42	1.89	0.0301	9606.ENSP00000257430,9606.ENSP00000362649	APC,HDAC1
Reactome	HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	2	45	1.86	0.0318	9606.ENSP00000348089,9606.ENSP00000362649	ERCC6,HDAC1
Reactome	HSA-73762	RNA Polymerase I Transcription Initiation	2	46	1.85	0.0319	9606.ENSP00000348089,9606.ENSP00000362649	ERCC6,HDAC1
Reactome	HSA-9675135	Diseases of DNA repair	2	50	1.82	0.0361	9606.ENSP00000233146,9606.ENSP00000278616	MSH2,ATM
Reactome	HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1	2	51	1.81	0.0362	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-383280	Nuclear Receptor transcription pathway	2	52	1.8	0.0364	9606.ENSP00000325120,9606.ENSP00000363822	PGR,AR
Reactome	HSA-1640170	Cell Cycle	4	658	1.0	0.0371	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362649,9606.ENSP00000418915	TP53,ATM,HDAC1,CDKN2A
Reactome	HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	2	55	1.78	0.0380	9606.ENSP00000325120,9606.ENSP00000363822	PGR,AR
Reactome	HSA-5688426	Deubiquitination	3	280	1.25	0.0393	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000363822	APC,TP53,AR
Reactome	HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	2	60	1.74	0.0411	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	2	60	1.74	0.0411	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Reactome	HSA-8943724	Regulation of PTEN gene transcription	2	60	1.74	0.0411	9606.ENSP00000269305,9606.ENSP00000362649	TP53,HDAC1
WikiPathways	WP1742	TP53 network	3	19	2.41	0.00021	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	TP53,ATM,CDKN2A
